TAID,Name,IUPAC Name,PubChem CID,Canonical SMILES,InChIKey,Toxicity Value
TOX-86998,,"3-(2-hydroxypropyl)-5-methyl-1,3-oxazolidin-2-one",18802,CC(O)CN1CC(C)OC1=O,HJXDCFUIDHJETK-UHFFFAOYSA-N,0
TOX-86999,,N-ethyl-2-methylbenzenesulfonamide,14110,CCNS(=O)(=O)c1ccccc1C,NATWUQFQFMZVMT-UHFFFAOYSA-N,1
TOX-87000,YELLOW AB,1-phenyldiazenylnaphthalen-2-amine,6824,Nc1ccc2ccccc2c1N=Nc1ccccc1,KLCDQSGLLRINHY-UHFFFAOYSA-N,0
TOX-87001,,6-chloroquinoline,69163,Clc1ccc2ncccc2c1,GKJSZXGYFJBYRQ-UHFFFAOYSA-N,1
TOX-87002,,"[(S)-1,3-benzodioxol-5-yl-[(2S)-oxiran-2-yl]methyl] acetate",131634424,CC(=O)O[C@@H](c1ccc2c(c1)OCO2)[C@@H]1CO1,JFSMDGVYNUEECN-RYUDHWBXSA-N,1
TOX-87003,,1-hydroxy-9-tritylpurin-6-imine,147705,Nc1c2ncn(C(c3ccccc3)(c3ccccc3)c3ccccc3)c2nc[n+]1[O-],NGFRVOSYJJORAW-UHFFFAOYSA-N,1
TOX-87004,FURAGIN,"1-[(Z)-[(E)-3-(5-nitrofuran-2-yl)prop-2-enylidene]amino]imidazolidine-2,4-dione",5562578,O=C1CN(/N=C/C=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,DECBQELQORZLLP-FLGRAPKWSA-N,1
TOX-87005,,N-(4-phenylsulfanylphenyl)hydroxylamine,146686,ONc1ccc(Sc2ccccc2)cc1,UHYNWWWHUIBFCM-UHFFFAOYSA-N,1
TOX-87006,,9-(bromomethyl)anthracene,17019,BrCc1c2ccccc2cc2ccccc12,KOWKPLCVFRHICH-UHFFFAOYSA-N,1
TOX-87007,,N-[3-(dimethylamino)propyl]prop-2-enamide,77452,C=CC(=O)NCCCN(C)C,ADTJPOBHAXXXFS-UHFFFAOYSA-N,0
TOX-87008,,"acridine-1,9-diamine",31623,Nc1cccc2nc3ccccc3c(N)c12,NDNCMVVGTGZIMI-UHFFFAOYSA-N,1
TOX-87009,,"2-[[2-chloro-4-[3-chloro-4-[[1-(2-methoxyanilino)-1,3-dioxobutan-2-yl]diazenyl]phenyl]phenyl]diazenyl]-N-(2-methoxyphenyl)-3-oxobutanamide",91539,COc1ccccc1NC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccccc3OC)c(Cl)c2)cc1Cl)C(C)=O,VTGOEJALMFECDQ-UHFFFAOYSA-N,0
TOX-87010,,12-ethylbenzo[a]anthracene,146465,CCc1c2ccccc2cc2ccc3ccccc3c12,ZZIFQBYIKWXEHJ-UHFFFAOYSA-N,0
TOX-87011,,2-amino-5-(4-amino-3-hydroxyphenyl)phenol,16918,Nc1ccc(-c2ccc(N)c(O)c2)cc1O,ZGDMDBHLKNQPSD-UHFFFAOYSA-N,1
TOX-87012,,(1-benzhydrylazetidin-3-yl) methanesulfonate,2758716,CS(=O)(=O)OC1CN(C(c2ccccc2)c2ccccc2)C1,MSVZMUILYMLJCF-UHFFFAOYSA-N,1
TOX-87013,Mustoforan,1-(2-chloroethyl)-3-[(1S)-1-diethoxyphosphorylethyl]-1-nitrosourea,46936889,CCOP(=O)(OCC)[C@@H](C)NC(=O)N(CCCl)N=O,YAKWPXVTIGTRJH-QMMMGPOBSA-N,1
TOX-87014,,"1,6-dinitro-9H-carbazole",620850,O=[N+]([O-])c1ccc2[nH]c3c([N+](=O)[O-])cccc3c2c1,MEFATMTVUAOEJH-UHFFFAOYSA-N,1
TOX-87015,,"4-[(Z)-(4-oxo-5H-triazino[5,4-b]indol-3-yl)iminomethyl]benzoic acid",136864633,O=C(O)c1ccc(/C=N/n2nnc3c4ccccc4nc-3c2O)cc1,DOAAFJCBXAUPGL-NVMNQCDNSA-N,1
TOX-87016,,3-phenylaniline,16717,Nc1cccc(-c2ccccc2)c1,MUNOBADFTHUUFG-UHFFFAOYSA-N,1
TOX-87017,,"3,4-dihydrobenzo[h]triphenylene-3,4-diol",13925849,OC1C=Cc2c(c3ccccc3c3cc4ccccc4cc23)C1O,RRFAGUKOFFEOLW-UHFFFAOYSA-N,1
TOX-87018,,"methyl 1H-pyrrolo[3,2-h]quinoline-2-carboxylate",154605,COC(=O)c1cc2ccc3cccnc3c2[nH]1,GEODGDMMLTYIFV-UHFFFAOYSA-N,0
TOX-87019,,(5-acetamido-2-methylphenyl)-(5-acetamido-2-methylphenyl)imino-oxidoazanium,85626159,CC(=O)Nc1ccc(C)c(N=[N+]([O-])c2cc(NC(C)=O)ccc2C)c1,PQMBQVALXYIKJR-UHFFFAOYSA-N,0
TOX-87020,,"(1S,4R,5R,6R,16R)-5,6-dihydroxy-4,5,6-trimethyl-2,8-dioxa-13-azatricyclo[8.5.1.013,16]hexadec-10-ene-3,7-dione",719674,C[C@H]1C(=O)O[C@H]2CCN3CC=C(COC(=O)[C@](C)(O)[C@]1(C)O)[C@H]23,QVCMHGGNRFRMAD-BCGAFQCHSA-N,0
TOX-87021,,N-[4-(4-nitrosophenoxy)phenyl]acetamide,148790,CC(=O)Nc1ccc(Oc2ccc(N=O)cc2)cc1,LQRJZEILLWWBPR-UHFFFAOYSA-N,1
TOX-87022,,N-[3-(hydroxyamino)-4-methyl-5-nitrophenyl]hydroxylamine,9543058,Cc1c(NO)cc(NO)cc1[N+](=O)[O-],CJOXQEXJXBLWDP-UHFFFAOYSA-N,1
TOX-87023,,ethyl 3-[(4-methylphenyl)methylideneamino]-1H-indole-2-carboxylate,154569,CCOC(=O)c1[nH]c2ccccc2c1/N=C/c1ccc(C)cc1,CEGMAHGFHZKAKC-UHFFFAOYSA-N,0
TOX-87024,,"22-azahexacyclo[12.9.0.03,12.04,9.015,20.021,23]tricosa-1(14),2,4,6,8,10,12,15,17,19-decaene",3036565,c1ccc2c(c1)-c1cc3ccc4ccccc4c3cc1C1NC21,CGHZWNPIJUGWBQ-UHFFFAOYSA-N,1
TOX-87025,,methyl 3-phenyloxirane-2-carboxylate,86834,COC(=O)C1OC1c1ccccc1,HAFFKTJSQPQAPC-UHFFFAOYSA-N,1
TOX-87026,,2-bromo-N-phenylpropanamide,99113,CC(Br)C(=O)Nc1ccccc1,OPPUMGDCQYPOSM-UHFFFAOYSA-N,1
TOX-87027,,"3-[3-[[3-[4-carboxy-2-(2-hydroxyphenyl)-1,3-thiazolidin-3-yl]-3-oxopropyl]disulfanyl]propanoyl]-2-(2-hydroxyphenyl)-1,3-thiazolidine-4-carboxylic acid",10484062,O=C(O)C1CSC(c2ccccc2O)N1C(=O)CCSSCCC(=O)N1C(C(=O)O)CSC1c1ccccc1O,ZARVZBXICZVEID-UHFFFAOYSA-N,0
TOX-87028,,3-hydroxy-1-methyl-5-pyridin-3-ylpyrrolidin-2-one,414,CN1C(=O)C(O)CC1c1cccnc1,XOKCJXZZNAUIQN-UHFFFAOYSA-N,0
TOX-87029,,N-[4-[(E)-3-phenylprop-2-enoyl]phenyl]acetamide,5355577,CC(=O)Nc1ccc(C(=O)/C=C/c2ccccc2)cc1,CUYJTAUCYGHYLW-KPKJPENVSA-N,0
TOX-87030,,2-amino-5-[[1-(carboxymethylamino)-3-(diethylcarbamothioyldisulfanyl)-1-oxopropan-2-yl]amino]-5-oxopentanoic acid,14540259,CCN(CC)C(=S)SSCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O,IACYOKVZTLHYQR-UHFFFAOYSA-N,0
TOX-87031,,"N'-[(4-methoxyphenyl)methyl]-N-methyl-N'-pyridin-2-ylethane-1,2-diamine",153224,CNCCN(Cc1ccc(OC)cc1)c1ccccn1,LWKSMQXIHQRJJJ-UHFFFAOYSA-N,0
TOX-87032,,"(1E,3E,5E,7E,9E)-1-propoxydodeca-1,3,5,7,9-pentaene",6505985,CC/C=C/C=C/C=C/C=C/C=C/OCCC,DDGFFDQTTWLPQJ-ZISLSCIOSA-N,1
TOX-87033,,(2R)-1-methoxy-3-(2-nitroimidazol-1-yl)propan-2-ol,180625,COC[C@H](O)Cn1ccnc1[N+](=O)[O-],OBBCSXFCDPPXOL-ZCFIWIBFSA-N,1
TOX-87034,,"3-[(1E,3E,5E,7E,9E)-dodeca-1,3,5,7,9-pentaenoxy]propane-1,2-diol",6437069,CC/C=C/C=C/C=C/C=C/C=C/OCC(O)CO,CQBOBCAMYWRTNO-STAPSFGWSA-N,1
TOX-87035,,3-chloro-2-methylbut-1-ene,21243,C=C(C)C(C)Cl,UCUDJURUNUQAHQ-UHFFFAOYSA-N,1
TOX-87036,Dictamnic acid,4-methoxy-2-oxo-1H-quinoline-3-carboxylic acid,154356,COc1c(C(=O)O)c(O)nc2ccccc12,DASPVRBQHVXYOC-UHFFFAOYSA-N,0
TOX-87037,,"(E)-N-(2,2-dimethylpropyl)-3-(5-nitrofuran-2-yl)prop-2-enamide",6538373,CC(C)(C)CNC(=O)/C=C/c1ccc([N+](=O)[O-])o1,INTOXSDNRJZLRV-GQCTYLIASA-N,1
TOX-87038,,N-[4-(acridin-9-ylamino)phenyl]methanesulfonamide,107678,CS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,QDTNJAYLSJACEQ-UHFFFAOYSA-N,1
TOX-87039,Dehydrocrebanine,"15,16-dimethoxy-11-methyl-3,5-dioxa-11-azapentacyclo[10.7.1.02,6.08,20.014,19]icosa-1(19),2(6),7,12(20),13,15,17-heptaene",149600,COc1ccc2c(cc3c4c(cc5c(c42)OCO5)CCN3C)c1OC,HCKFFNXOLCSPAI-UHFFFAOYSA-N,1
TOX-87040,,1-nitroso-4-phenylbenzene,24971,O=Nc1ccc(-c2ccccc2)cc1,LLRWRZXFCFYZCL-UHFFFAOYSA-N,1
TOX-87041,,"1,3,7-trimethoxyxanthen-9-one",145706,COc1cc(OC)c2c(=O)c3cc(OC)ccc3oc2c1,WEMBDZBXWPOBGL-UHFFFAOYSA-N,1
TOX-87042,,[benzoyl-[(4-nitrophenyl)methoxy]amino] acetate,3025745,CC(=O)ON(OCc1ccc([N+](=O)[O-])cc1)C(=O)c1ccccc1,BIPFSLROIPYVDR-UHFFFAOYSA-N,1
TOX-87043,,"4-[[2,4-diamino-5-[(4-sulfamoylphenyl)diazenyl]phenyl]diazenyl]benzenesulfonamide",257757,Nc1cc(N)c(N=Nc2ccc(S(N)(=O)=O)cc2)cc1N=Nc1ccc(S(N)(=O)=O)cc1,YRTOSLMOOGTQOI-UHFFFAOYSA-N,1
TOX-87044,,methyl 3-azido-2-methylpropanoate,13116885,COC(=O)C(C)C[N-][N+]#N,AWKLAGQCWMZXOZ-UHFFFAOYSA-N,1
TOX-87045,,(2R)-2-chrysen-6-yloxirane,121492917,c1ccc2c(c1)ccc1c3ccccc3c([C@@H]3CO3)cc21,IXNJEDIJJZHXAI-FQEVSTJZSA-N,1
TOX-87046,,"2-(2-hydroxyphenyl)-3-(3-methylsulfanylpropanoyl)-1,3-thiazolidine-4-carboxylic acid",9973730,CSCCC(=O)N1C(C(=O)O)CSC1c1ccccc1O,GCVCOKIMPXJYFY-UHFFFAOYSA-N,0
TOX-87047,,"6-(azidomethyl)oxane-2,3,4,5-tetrol",5151628,N#[N+][N-]CC1OC(O)C(O)C(O)C1O,CMLRUUHRGSJVMD-UHFFFAOYSA-N,1
TOX-87048,,"4,5-dichloro-2-(4-chlorophenyl)sulfonylpyridazin-3-one",3025876,O=c1c(Cl)c(Cl)cnn1S(=O)(=O)c1ccc(Cl)cc1,WQWFRUBZAGGLAR-UHFFFAOYSA-N,0
TOX-87049,,"6,7-dimethoxy-2-nitroso-3,4-dihydro-1H-isoquinoline",3015921,COc1cc2c(cc1OC)CN(N=O)CC2,PEXKPYCOASDMIJ-UHFFFAOYSA-N,1
TOX-87050,Trichothecine,"(1,2,5-trimethyl-4-oxospiro[8-oxatricyclo[7.2.1.02,7]dodec-5-ene-12,2'-oxirane]-11-yl) (E)-but-2-enoate",5365822,C/C=C/C(=O)OC1CC2OC3C=C(C)C(=O)CC3(C)C1(C)C21CO1,LJWZOKOFCBPNAG-AATRIKPKSA-N,0
TOX-87051,,"2,3-dihydroxy-4,6a,6b,11,11,14b-hexamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicene-4,8a-dicarboxylic acid",436072,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(C(=O)O)C5CCC43C)C2C1,IDGXIXSKISLYAC-UHFFFAOYSA-N,0
TOX-87052,Isogentisin,"1,3-dihydroxy-7-methoxyxanthen-9-one",5281640,COc1ccc2oc3cc(O)cc(O)c3c(=O)c2c1,FVIYCYAHKMJVJK-UHFFFAOYSA-N,1
TOX-87053,,(E)-3-(5-nitrofuran-2-yl)prop-2-enamide,6433211,NC(=O)/C=C/c1ccc([N+](=O)[O-])o1,IZFMIIGMIPRYKL-HNQUOIGGSA-N,1
TOX-87054,,"(6Z,10Z,14Z,18Z)-2,6,10,15,19,23-hexamethyltetracosa-2,6,10,14,18,22-hexaene",92034525,CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C=C(/C)CC/C=C(/C)CCC=C(C)C,YYGNTYWPHWGJRM-RUSDCZJESA-N,0
TOX-87055,,(NE)-N-butan-2-ylidenehydroxylamine,5324275,CC/C(C)=N\O,WHIVNJATOVLWBW-SNAWJCMRSA-N,1
TOX-87056,,1-hydroperoxybutane,123219,CCCCOO,AKUNSTOMHUXJOZ-UHFFFAOYSA-N,1
TOX-87057,,"4-(4,5-diphenyl-1H-imidazol-2-yl)-2-methoxyphenol",262434,COc1cc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)ccc1O,GVVMEVSFLBMIMJ-UHFFFAOYSA-N,1
TOX-87058,,"1a,9b-dihydrophenanthro[9,10-b]oxirene",104975,c1ccc2c(c1)-c1ccccc1C1OC21,PXPGRGGVENWVBD-UHFFFAOYSA-N,1
TOX-87059,,bis(2-bromoethyl) oxalate,150765,O=C(OCCBr)C(=O)OCCBr,GJKUEAJIJQTAKF-UHFFFAOYSA-N,1
TOX-87060,,(Z)-1-(1-benzyl-2-methyl-5-nitroindol-3-yl)-N-[(3-nitrophenyl)methoxy]methanimine,6440379,Cc1c(/C=N/OCc2cccc([N+](=O)[O-])c2)c2cc([N+](=O)[O-])ccc2n1Cc1ccccc1,YMWBYSRPDYXSDP-QFEZKATASA-N,1
TOX-87061,,12-methylbenzo[a]pyrene,20611,Cc1cc2c3ccccc3cc3ccc4cccc1c4c32,FLMPDOQIFWNZJZ-UHFFFAOYSA-N,1
TOX-87062,,"2,3-dimethylquinoxalin-6-amine",146053,Cc1nc2ccc(N)cc2nc1C,QBZGAULXCVZXFL-UHFFFAOYSA-N,1
TOX-87063,,"(1S,2R,5S,6S,7R)-1,5,7,8,9,10,10-heptachlorotricyclo[5.2.1.02,6]deca-3,8-diene",92854559,ClC1=C(Cl)[C@]2(Cl)[C@@H]3[C@@H](Cl)C=C[C@H]3[C@@]1(Cl)C2(Cl)Cl,FRCCEHPWNOQAEU-UVVTUAMRSA-N,0
TOX-87064,,"3-nitro-N-[5-nitro-1-(3-nitrobenzoyl)-2,1-benzothiazol-3-ylidene]benzamide",13683730,O=C(/N=c1\sn(C(=O)c2cccc([N+](=O)[O-])c2)c2ccc([N+](=O)[O-])cc12)c1cccc([N+](=O)[O-])c1,NJNOPWFKMLFGPF-UHFFFAOYSA-N,1
TOX-87065,,"(2R)-propane-1,2-diol",259994,C[C@@H](O)CO,DNIAPMSPPWPWGF-GSVOUGTGSA-N,0
TOX-87066,,2-(5-carboxy-2-ethylpentoxy)carbonylbenzoic acid,148386,CCC(CCCC(=O)O)COC(=O)c1ccccc1C(=O)O,XFGRNAPKLGXDGF-UHFFFAOYSA-N,0
TOX-87067,,"2-acetamido-3-[(Z)-1,2-dichloroethenyl]sulfanylpropanoic acid",20838963,CC(=O)NC(CS/C(Cl)=C/Cl)C(=O)O,LPPJGTSPIBSYQO-QHHAFSJGSA-N,1
TOX-87068,,1-ethyl-4-[(E)-2-(4-nitrophenyl)ethenyl]benzene,24834615,CCc1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1,ZTWJGWHOTYPIEH-BQYQJAHWSA-N,1
TOX-87069,,17H-cyclopenta[a]phenanthrene,130801,C1=Cc2c(ccc3c2ccc2ccccc23)C1,WTBYIGJBYRZQDP-UHFFFAOYSA-N,1
TOX-87070,,anthracen-9-ylmethyl acetate,27876,CC(=O)OCc1c2ccccc2cc2ccccc12,BFEHYQIEGSRACK-UHFFFAOYSA-N,1
TOX-87071,,2-methoxyethyl prop-2-enoate,18392,C=CC(=O)OCCOC,HFCUBKYHMMPGBY-UHFFFAOYSA-N,0
TOX-87072,,[2-[[4-(dimethylamino)phenyl]diazenyl]phenyl]methanol,37102,CN(C)c1ccc(N=Nc2ccccc2CO)cc1,IMAVJBXAMPPGAO-UHFFFAOYSA-N,1
TOX-87073,,"2-methyl-4-phenyldiazenylbenzene-1,3-diamine",150084,Cc1c(N)ccc(N=Nc2ccccc2)c1N,CAGBLWRDOQVQDD-UHFFFAOYSA-N,1
TOX-87074,,"3,4-dibromo-2H-furan-5-one",154638,O=C1OCC(Br)=C1Br,UBAYSWXSWXORAN-UHFFFAOYSA-N,1
TOX-87075,,"hexacyclo[10.10.2.02,7.08,24.015,23.017,22]tetracosa-1(23),2,4,6,8,10,12(24),13,15,17,19,21-dodecaene",9119,c1ccc2c(c1)cc1ccc3cccc4c5ccccc5c2c1c34,JNTHRSHGARDABO-UHFFFAOYSA-N,1
TOX-87076,,"10-hydroxy-4,11-dimethoxy-16-azatetracyclo[7.7.1.02,7.013,17]heptadeca-1(16),2(7),3,5,9(17),10,12,14-octaen-8-one",150147,COc1ccc2c(c1)-c1nccc3cc(OC)c(O)c(c13)C2=O,BKPROUCYAMSITF-UHFFFAOYSA-N,1
TOX-87077,,ethyl 2-(2-bromopropanoylamino)acetate,146989,CCOC(=O)CNC(=O)C(C)Br,KGHDYULSVOTUPI-UHFFFAOYSA-N,1
TOX-87078,,"3-amino-N-[4-[(2,6-diazidoacridin-9-yl)amino]phenyl]propane-1-sulfonamide",3030907,N#[N+][N-]c1ccc2c(Nc3ccc(NS(=O)(=O)CCCN)cc3)c3cc([N-][N+]#N)ccc3nc2c1,ZCPCFLWBEJAHSZ-UHFFFAOYSA-N,1
TOX-87079,,7-ethyl-12-methylbenzo[a]anthracene,85373,CCc1c2ccccc2c(C)c2c1ccc1ccccc12,KGHAOMPXHGIHAL-UHFFFAOYSA-N,0
TOX-87080,,"3-oxahexacyclo[11.7.1.02,4.05,21.06,11.014,19]henicosa-1,4,6,8,10,13,15,17,19-nonaene",151894,C1=c2ccccc2=C2Cc3ccccc3C3=C4OC4=C1C32,YYAVCPKLYXJPGJ-UHFFFAOYSA-N,1
TOX-87081,Pentyl acrylate,pentyl prop-2-enoate,76345,C=CC(=O)OCCCCC,ULDDEWDFUNBUCM-UHFFFAOYSA-N,0
TOX-87082,,12-methylbenzo[a]anthracene,17026,Cc1c2ccccc2cc2ccc3ccccc3c12,ACYOLKMEHHTLAB-UHFFFAOYSA-N,1
TOX-87083,,"pentacyclo[11.8.0.02,11.03,8.016,21]henicosa-1(13),2(11),3,5,7,9,14,16,18,20-decaen-12-one",150742,O=C1c2ccc3ccccc3c2-c2c1ccc1ccccc21,HUYGPVIUBANDBQ-UHFFFAOYSA-N,1
TOX-87084,,[4-(pyridin-3-yldiazenyl)anilino]methanesulfonic acid,6453810,O=S(=O)(O)CNc1ccc(N=Nc2cccnc2)cc1,XSBCASMUALYBGC-UHFFFAOYSA-N,0
TOX-87085,,"5-O-methyl 3-O-propan-2-yl (4S)-2-(carbamoyloxymethyl)-4-(2,3-dichlorophenyl)-6-methyl-1,4-dihydropyridine-3,5-dicarboxylate",13377246,COC(O)=C1C(C)=NC(COC(N)=O)=C(C(=O)OC(C)C)[C@H]1c1cccc(Cl)c1Cl,WTOVRSWDBLIFHU-HNNXBMFYSA-N,0
TOX-87086,,7-(bromomethyl)-12-methylbenzo[a]anthracene,27767,Cc1c2ccccc2c(CBr)c2ccc3ccccc3c12,IBWBDNBSIFGSLW-UHFFFAOYSA-N,1
TOX-87087,,"1,3-bis[(E)-2-phenylethenyl]benzene",1713257,C(=C/c1cccc(/C=C/c2ccccc2)c1)\c1ccccc1,BJZZCHRYTNIBCS-YXLFCKQPSA-N,0
TOX-87088,,"6,10-dimethyl-1,3,8-triazatricyclo[7.4.0.02,7]trideca-2,4,6,8,10,12-hexaen-5-amine",57047,Cc1c(N)cnc2c1nc1c(C)cccn12,GPPJRZSFNCYXMK-UHFFFAOYSA-N,1
TOX-87089,,(2R)-2-(dodecoxymethyl)oxirane,25021826,CCCCCCCCCCCCOC[C@H]1CO1,VMSIYTPWZLSMOH-HNNXBMFYSA-N,0
TOX-87090,,5-methylchrysene,19427,Cc1cc2ccccc2c2ccc3ccccc3c12,GOHBXWHNJHENRX-UHFFFAOYSA-N,1
TOX-87091,,2-(2-chlorophenyl)acetic acid,17124,O=C(O)Cc1ccccc1Cl,IUJAAIZKRJJZGQ-UHFFFAOYSA-N,0
TOX-87092,,2-ethylhex-5-enal,14029261,C=CCCC(C=O)CC,OAKJUWNZHNRUNB-UHFFFAOYSA-N,0
TOX-87093,,"1a,9b-dihydro-1H-phenanthro[9,10-b]azirine",125661,c1ccc2c(c1)-c1ccccc1C1NC21,INLXKCRNWNDSBY-UHFFFAOYSA-N,1
TOX-87094,,2-bromo-N-[(4-chlorophenyl)methyl]propanamide,3036574,CC(Br)C(=O)NCc1ccc(Cl)cc1,QJYQFDRJNPQBEU-UHFFFAOYSA-N,1
TOX-87095,,2-methyl-N-phenyloxirane-2-carboxamide,149685,CC1(C(=O)Nc2ccccc2)CO1,RKQCFAJJJFAHAZ-UHFFFAOYSA-N,1
TOX-87096,,"2,2,5,5-tetramethyl-1-oxo-N-(1,3,4-trihydroxybutan-2-yl)pyrrolidin-1-ium-3-carboxamide",14671589,CC1(C)CC(C(=O)NC(CO)C(O)CO)C(C)(C)[N+]1=O,QLPUVHPSKLOFRO-UHFFFAOYSA-O,0
TOX-87097,,1-(6-aminopurin-9-yl)-3-azidopropan-2-ol,128890,N#[N+][N-]CC(O)Cn1cnc2c(N)ncnc21,IJZBHUWBMUCDEO-UHFFFAOYSA-N,1
TOX-87098,,2-[4-[bis(2-chloroethyl)amino]phenoxy]acetic acid,28580,O=C(O)COc1ccc(N(CCCl)CCCl)cc1,IVWVTSYBZDGRSH-UHFFFAOYSA-N,1
TOX-87099,,3-hydroxy-4-oxopyran-2-carboxylic acid,3010943,O=C(O)c1occc(=O)c1O,XZUDOWCTKOXYCZ-UHFFFAOYSA-N,0
TOX-87100,,"(2a,7b-dimethyldioxeto[3,4-b][1]benzofuran-6-yl) acetate",154316,CC(=O)Oc1ccc2c(c1)C1(C)OOC1(C)O2,OHYSXRQLTVCSOQ-UHFFFAOYSA-N,1
TOX-87101,,"(1S,12S)-17-(hydroxymethyl)-12-methyl-8-oxapentacyclo[14.2.1.01,13.04,12.05,9]nonadeca-5(9),6-dien-17-ol",44279423,C[C@@]12CCc3occc3C1CC[C@@]13CC(CCC12)C(O)(CO)C3,DNJVYWXIDISQRD-IKIJQIQFSA-N,0
TOX-87102,Clivorine,"[(4Z)-4-ethenyl-17-hydroxy-6,7,14-trimethyl-3,8-dioxo-2,9-dioxa-14-azoniatricyclo[9.5.1.014,17]heptadeca-4,11-dien-7-yl] acetate",5363807,C=C/C1=C/C(C)C(C)(OC(C)=O)C(=O)OCC2=CC[N+]3(C)CCC(OC1=O)C23O,NEHWGXHBNGZJNY-PTNGSMBKSA-N,1
TOX-87103,,"(2R)-2-amino-5-[[(2S)-1-(carboxymethylamino)-3-(2,4-dinitrophenyl)sulfanyl-1-oxopropan-2-yl]amino]-5-oxopentanoic acid",25322937,N[C@H](CCC(=O)N[C@H](CSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)NCC(=O)O)C(=O)O,FXEUKVKGTKDDIQ-NXEZZACHSA-N,1
TOX-87104,,[7-(diethylamino)phenoxazin-3-ylidene]-diethylazanium,90612,CCN(CC)c1ccc2nc3ccc(N(CC)CC)cc3[o+]c2c1,OELZFJUWWFRWLC-UHFFFAOYSA-N,1
TOX-87105,,[benzoyl(octoxy)amino] acetate,14341954,CCCCCCCCON(OC(C)=O)C(=O)c1ccccc1,XTCHKQXPSSLHSM-UHFFFAOYSA-N,1
TOX-87106,,"15-hydroxy-11-methoxy-6,8,20-trioxapentacyclo[10.8.0.02,9.03,7.014,19]icosa-1,9,11,14,16,18-hexaen-13-one",5486173,COc1cc2c(c3oc4cccc(O)c4c(=O)c13)C1CCOC1O2,RHGQIWVTIHZRLI-UHFFFAOYSA-N,0
TOX-87107,,"N-(6,10-dimethyl-1,3,8-triazatricyclo[7.4.0.02,7]trideca-2,4,6,8,10,12-hexaen-5-yl)hydroxylamine",21123112,Cc1c(NO)cnc2c1nc1c(C)cccn12,QUCUIVKGMYKGOG-UHFFFAOYSA-N,1
TOX-87108,,"(2R)-2-[[(3S)-5-chloro-8-hydroxy-3-methyl-1-oxo-3,4-dihydroisochromene-7-carbonyl]amino]-3-phenylpropanoic acid",46229590,C[C@H]1Cc2c(Cl)cc(C(=O)N[C@H](Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1,RWQKHEORZBHNRI-ZUZCIYMTSA-N,0
TOX-87109,,"7,12-dithia-3-azatetracyclo[8.3.0.02,4.05,9]trideca-1(13),5,8,10-tetraene",198680,c1scc2c1-c1cscc1C1NC21,HMWOUGUOKHTEED-UHFFFAOYSA-N,1
TOX-87110,,(2S)-2-[2-(4-chlorophenyl)ethyl]oxirane,40582642,Clc1ccc(CC[C@H]2CO2)cc1,XGQOGVGIYGXEDR-JTQLQIEISA-N,1
TOX-87111,,5-methyl-2-(quinolin-8-ylmethylideneamino)benzoic acid,148789,Cc1ccc(/N=C/c2cccc3cccnc23)c(C(=O)O)c1,WOSHGBUHCKIRID-UHFFFAOYSA-N,0
TOX-87112,,"pyrido[2,3-d]pyridazine",67489,c1cnc2cnncc2c1,GIVUQTUKKWDKHE-UHFFFAOYSA-N,0
TOX-87113,,"8-methoxy-6-nitro-6,7-dihydronaphtho[2,1-g][1,3]benzodioxole",154188,COc1cccc2c1CC([N+](=O)[O-])c1ccc3c(c1-2)OCO3,JFUKUGZCEVFZHX-UHFFFAOYSA-N,1
TOX-87114,,4-(diethylamino)benzenediazonium,67367,CCN(CC)c1ccc([N+]#N)cc1,RGCITEKHKXPDDH-UHFFFAOYSA-N,1
TOX-87115,,"4-methoxypyrido[3,4-d]pyridazine",154776,COc1nncc2ccncc12,LSSIWYQSBHISRM-UHFFFAOYSA-N,0
TOX-87116,,(2S)-2-amino-3-(4-hydroxy-3-nitrophenyl)propanoic acid,65124,N[C@@H](Cc1ccc(O)c([N+](=O)[O-])c1)C(=O)O,FBTSQILOGYXGMD-LURJTMIESA-N,0
TOX-87117,,"3,4,12,13-tetrahydronaphtho[1,2-b]phenanthrene-3,4,12,13-tetrol",53462578,OC1C=Cc2c(ccc3cc4c(cc23)C(O)C(O)c2ccccc2-4)C1O,YQINXCSNGCDFCQ-UHFFFAOYSA-N,0
TOX-87118,,"1-hydroxy-2,2,5,5-tetramethylpyrrolidine-3-carboxamide",92211,CC1(C)CC(C(N)=O)C(C)(C)N1O,UXDLYVBMRUIQCX-UHFFFAOYSA-N,0
TOX-87119,,benzo[lmn]phenanthridine,9133,c1cc2ccc3cccc4ncc(c1)c2c34,YEELFSTYCPPLQY-UHFFFAOYSA-N,1
