TAID,Pubchem CID,IUPAC Name,SMILES,Canonical SMILES,InChIKey,LC50DM
TOX-60035,91758,"3-[butan-2-ylsulfanyl(ethoxy)phosphoryl]-1,3-thiazolidin-2-one",CCOP(=O)(SC(C)CC)N1CCSC1=O,CCOP(=O)(SC(C)CC)N1CCSC1=O,DUFVKSUJRWYZQP-UHFFFAOYSA-N,5.6329999
TOX-72358,14716,2-ethylhexyl diphenyl phosphate,CCCCC(CC)COP(=O)(Oc1ccccc1)Oc1ccccc1,CCCCC(CC)COP(=O)(Oc1ccccc1)Oc1ccccc1,CGSLYBDCEGBZCG-UHFFFAOYSA-N,6.3829999
TOX-72534,3073,2-[methyl(propan-2-yloxy)phosphoryl]oxypropane,CC(C)OP(C)(=O)OC(C)C,CC(C)OP(C)(=O)OC(C)C,WOAFDHWYKSOANX-UHFFFAOYSA-N,2.829
TOX-72558,5543,"S-(2,3,3-trichloroprop-2-enyl) N,N-di(propan-2-yl)carbamothioate",CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C,CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C,MWBPRDONLNQCFV-UHFFFAOYSA-N,6.7280002
TOX-72572,10800,"2-methyl-4,6-dinitrophenol",Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,ZXVONLUNISGICL-UHFFFAOYSA-N,4.7919998
TOX-73197,19395,diethoxyphosphinothioyloxy-diethoxy-sulfanylidene-lambda5-phosphane,CCOP(=S)(OCC)OP(=S)(OCC)OCC,CCOP(=S)(OCC)OP(=S)(OCC)OCC,XIUROWKZWPIAIB-UHFFFAOYSA-N,9.1470003
TOX-75398,3347,[cyano-(3-phenoxyphenyl)methyl] 2-(4-chlorophenyl)-3-methylbutanoate,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,NYPJDWWKZLNGGM-UHFFFAOYSA-N,7.9899998
TOX-80688,91590,"2-N-tert-butyl-4-N-cyclopropyl-6-methylsulfanyl-1,3,5-triazine-2,4-diamine",S(C)c1nc(nc(n1)NC(C)(C)C)NC1CC1,CSc1nc(NC2CC2)nc(NC(C)(C)C)n1,HDHLIWCXDDZUFH-UHFFFAOYSA-N,4.4850001
TOX-80827,6838,"N,N-diphenylnitrous amide",O=NN(c1ccccc1)c1ccccc1,O=NN(c1ccccc1)c1ccccc1,UBUCNCOMADRQHX-UHFFFAOYSA-N,4.4050002
TOX-80834,241,benzene,c1ccccc1,c1ccccc1,UHOVQNZJYSORNB-UHFFFAOYSA-N,2.467
TOX-80942,18555,"1,2-dichloro-3-nitrobenzene",Clc1c([N+](=O)[O-])cccc1Cl,O=[N+]([O-])c1cccc(Cl)c1Cl,CMVQZRLQEOAYSW-UHFFFAOYSA-N,4.6269999
TOX-80943,11899,"2,4-dichloro-1-nitrobenzene",Clc1cc(Cl)ccc1[N+](=O)[O-],O=[N+]([O-])c1ccc(Cl)cc1Cl,QUIMTLZDMCNYGY-UHFFFAOYSA-N,4.6599998
TOX-80987,335,2-methylphenol,Oc1ccccc1C,Cc1ccccc1O,QWVGKYWNOKOFNN-UHFFFAOYSA-N,3.855
TOX-81006,7237,"1,2-xylene",c1cccc(C)c1C,Cc1ccccc1C,CTQNGGLPUBDAKN-UHFFFAOYSA-N,3.79
TOX-81058,638186,"(E)-1,2-dichloroethene",ClC=CCl,Cl/C=C/Cl,KFUSEUYYWQURPO-OWOJBTEDSA-N,2.6440001
TOX-81212,3034285,methyl (E)-2-[2-[6-(2-cyanophenoxy)pyrimidin-4-yl]oxyphenyl]-3-methoxyprop-2-enoate,O(c1ccccc1C#N)c1ncnc(Oc2ccccc2/C(=COC)/C(OC)=O)c1,CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,WFDXOXNFNRHQEC-GHRIWEEISA-N,6.6139998
TOX-81326,6115,aniline,Nc1ccccc1,Nc1ccccc1,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,5.4130001
TOX-81337,7017,2-phenylphenol,Oc1ccccc1-c1ccccc1,Oc1ccccc1-c1ccccc1,LLEMOWNGBBNAJR-UHFFFAOYSA-N,5.3800001
TOX-81339,16183,"2,6-dichlorobenzamide",Clc1cccc(Cl)c1C(=O)N,NC(=O)c1c(Cl)cccc1Cl,JHSPCUHPSIUQRB-UHFFFAOYSA-N,2.346
TOX-81466,62097,3-iodoprop-2-ynyl N-butylcarbamate,IC#CCOC(=O)NCCCC,CCCCNC(=O)OCC#CI,WYVVKGNFXHOCQV-UHFFFAOYSA-N,6.8470001
TOX-81649,5368053,[(Z)-(2-methyl-2-methylsulfonylpropylidene)amino] N-methylcarbamate,S(=O)(=O)(C(C=NOC(=O)NC)(C)C)C,CNC(=O)O/N=C/C(C)(C)S(C)(=O)=O,YRRKLBAKDXSTNC-UITAMQMPSA-N,5.9000001
TOX-81699,7440,"1,2-dimethyl-4-nitrobenzene",O=[N+]([O-])c1cc(C)c(cc1)C,Cc1ccc([N+](=O)[O-])cc1C,HFZKOYWDLDYELC-UHFFFAOYSA-N,3.9749999
TOX-81700,6739,"1,2-dimethyl-3-nitrobenzene",O=[N+]([O-])c1cccc(C)c1C,Cc1cccc([N+](=O)[O-])c1C,FVHAWXWFPBPFOS-UHFFFAOYSA-N,4.5560002
TOX-81912,7565,1-bromo-4-phenoxybenzene,Brc1ccc(Oc2ccccc2)cc1,Brc1ccc(Oc2ccccc2)cc1,JDUYPUMQALQRCN-UHFFFAOYSA-N,6.118
TOX-82089,5281872,"(2-methyl-3-phenylphenyl)methyl 3-[(Z)-2-chloro-3,3,3-trifluoroprop-1-enyl]-2,2-dimethylcyclopropane-1-carboxylate",ClC(=C/C1C(C)(C)C1C(OCc1cccc(-c2ccccc2)c1C)=O)C(F)(F)F,Cc1c(COC(=O)C2C(/C=C(Cl)C(F)(F)F)C2(C)C)cccc1-c1ccccc1,OMFRMAHOUUJSGP-UNOMPAQXSA-N,8.3269997
TOX-82130,2723631,"1,3-dimethylthiourea",S=C(NC)NC,CNC(=S)NC,VLCDUOXHFNUCKK-UHFFFAOYSA-N,3.8
TOX-82316,31222,"1,2-diphenylhydrazine",N(Nc1ccccc1)c1ccccc1,c1ccc(NNc2ccccc2)cc1,YBQZXXMEJHZYMB-UHFFFAOYSA-N,4.6529999
TOX-82318,135541675,(NZ)-N-[1-[(6-chloropyridin-3-yl)methyl]imidazolidin-2-ylidene]nitramide,Clc1ncc(cc1)CN/1CCNC1=N/[N+](=O)[O-],O=[N+]([O-])/N=C1NCCN1Cc1ccc(Cl)nc1,YWTYJOPNNQFBPC-UHFFFAOYSA-N,4.1680002
TOX-82597,91773,"N-tert-butyl-N'-(4-ethylbenzoyl)-3,5-dimethylbenzohydrazide",O=C(N(NC(=O)c1ccc(cc1)CC)C(C)(C)C)c1cc(cc(c1)C)C,CCc1ccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)cc1,QYPNKSZPJQQLRK-UHFFFAOYSA-N,4.3070002
TOX-82834,637563,1-methoxy-4-[(E)-prop-1-enyl]benzene,O(C)c1ccc(cc1)C=CC,C/C=C/c1ccc(OC)cc1,RUVINXPYWBROJD-ONEGZZNKSA-N,7.3369999
TOX-82893,8289,triphenyl phosphate,P(Oc1ccccc1)(Oc1ccccc1)(Oc1ccccc1)=O,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,XZZNDPSIHUTMOC-UHFFFAOYSA-N,5.5139999
TOX-83002,6440556,"[(S)-cyano-(3-phenoxyphenyl)methyl] (1S,3S)-3-[(Z)-2-chloro-3,3,3-trifluoroprop-1-enyl]-2,2-dimethylcyclopropane-1-carboxylate",ClC(=C/[C@@H]1[C@H](C(O[C@H](C#N)c2cc(Oc3ccccc3)ccc2)=O)C1(C)C)C(F)(F)F,CC1(C)[C@H](/C=C(Cl)C(F)(F)F)[C@@H]1C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1,ZXQYGBMAQZUVMI-HQMWCCLBSA-N,7.2220001
TOX-83005,31261,"pentane-2,4-dione",O=C(CC(=O)C)C,CC(=O)CC(C)=O,YRKCREAYFQTBPV-UHFFFAOYSA-N,1.893
TOX-83166,342,3-methylphenol,Oc1cc(ccc1)C,Cc1cccc(O)c1,RLSSMJSEOOYNOY-UHFFFAOYSA-N,3.76
TOX-83472,15600,decane,C(CCCCC)CCCC,CCCCCCCCCC,DIOQZVSQGTUSAI-UHFFFAOYSA-N,3.898
TOX-83832,6034,methyl 4-acetamido-2-ethoxybenzoate,O(CC)c1cc(NC(=O)C)ccc1C(OC)=O,CCOc1cc(NC(C)=O)ccc1C(=O)OC,GOVWOKSKFSBNGD-UHFFFAOYSA-N,3.0739999
TOX-83845,5366546,"propan-2-yl (2E,4E)-11-methoxy-3,7,11-trimethyldodeca-2,4-dienoate",O(C(C)C)C(=O)C=C(C=CCC(CCCC(OC)(C)C)C)/C,COC(C)(C)CCCC(C)C/C=C/C(C)=C/C(=O)OC(C)C,NFGXHKASABOEEW-LDRANXPESA-N,5.4749999
TOX-83890,40585,"[(S)-cyano-(3-phenoxyphenyl)methyl] (1R,3R)-3-(2,2-dibromoethenyl)-2,2-dimethylcyclopropane-1-carboxylate",BrC(Br)=C[C@H]1[C@@H](C(O[C@H](C#N)c2cc(Oc3ccccc3)ccc2)=O)C1(C)C,CC1(C)[C@@H](C=C(Br)Br)[C@H]1C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1,OWZREIFADZCYQD-NSHGMRRFSA-N,10.064
TOX-83895,7670,N-ethylaniline,N(CC)c1ccccc1,CCNc1ccccc1,OJGMBLNIHDZDGS-UHFFFAOYSA-N,5.46
TOX-83938,7964,chlorobenzene,Clc1ccccc1,Clc1ccccc1,MVPPADPHJFYWMZ-UHFFFAOYSA-N,3.937
TOX-84077,568,dibenzofuran,o1c2c(c3c1cccc3)cccc2,c1ccc2c(c1)oc1ccccc12,TXCDCPKCNAJMEE-UHFFFAOYSA-N,4.9949999
TOX-84105,10342051,[(S)-cyano-(3-phenoxyphenyl)methyl] (2S)-2-(4-chlorophenyl)-3-methylbutanoate,Clc1ccc(cc1)[C@H](C(C)C)C(O[C@H](C#N)c1cc(Oc2ccccc2)ccc1)=O,CC(C)[C@H](C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,NYPJDWWKZLNGGM-RPWUZVMVSA-N,9.1920004
TOX-84658,11150163,"methyl (2R)-2-(N-(2-methoxyacetyl)-2,6-dimethylanilino)propanoate",O(CC(=O)N([C@@H](C(OC)=O)C)c1c(cccc1C)C)C,COCC(=O)N(c1c(C)cccc1C)[C@H](C)C(=O)OC,ZQEIXNIJLIKNTD-GFCCVEGCSA-N,3.8239999
TOX-84739,16323,1-chloro-4-phenylbenzene,Clc1ccc(cc1)-c1ccccc1,Clc1ccc(-c2ccccc2)cc1,FPWNLURCHDRMHC-UHFFFAOYSA-N,5.652
TOX-86034,5353395,[(Z)-(2-methyl-2-methylsulfanylpropylidene)amino] N-methylcarbamate,CNC(=O)O/N=C/C(C)(C)SC,CNC(=O)O/N=C/C(C)(C)SC,QGLZXHRNAYXIBU-UITAMQMPSA-N,5.5139999
TOX-86753,6975,4-chloro-1-methyl-2-nitrobenzene,Cc1ccc(Cl)cc1[N+](=O)[O-],Cc1ccc(Cl)cc1[N+](=O)[O-],SQFLFRQWPBEDHM-UHFFFAOYSA-N,4.2659998
TOX-87489,8259,"2,2,2-trichloroethanol",OCC(Cl)(Cl)Cl,OCC(Cl)(Cl)Cl,KPWDGTGXUYRARH-UHFFFAOYSA-N,3.0039999
TOX-87607,12464,"2,3,4-trichloroaniline",Nc1ccc(Cl)c(Cl)c1Cl,Nc1ccc(Cl)c(Cl)c1Cl,RRJUYQOFOMFVQS-UHFFFAOYSA-N,5.4299998
TOX-88450,10966,isothiocyanatoethane,CCN=C=S,CCN=C=S,HBNYJWAFDZLWRS-UHFFFAOYSA-N,5.3070002
TOX-91011,11613,1-isothiocyanatobutane,CCCCN=C=S,CCCCN=C=S,LIMQQADUEULBSO-UHFFFAOYSA-N,5.428
TOX-91388,13414,"2,6-dimethylquinoline",Cc1ccc2nc(C)ccc2c1,Cc1ccc2nc(C)ccc2c1,JJPSZKIOGBRMHK-UHFFFAOYSA-N,3.6170001
TOX-91598,15292,"2,4-dichloro-6-methylphenol",Cc1cc(Cl)cc(Cl)c1O,Cc1cc(Cl)cc(Cl)c1O,WJQZZLQMLJPKQH-UHFFFAOYSA-N,5.6149998
TOX-91738,12064,"1,3-dichloro-5-nitrobenzene",O=[N+]([O-])c1cc(Cl)cc(Cl)c1,O=[N+]([O-])c1cc(Cl)cc(Cl)c1,RNABGKOKSBUFHW-UHFFFAOYSA-N,4.408
TOX-92356,68284,benzoyl isothiocyanate,O=C(N=C=S)c1ccccc1,O=C(N=C=S)c1ccccc1,CPEKAXYCDKETEN-UHFFFAOYSA-N,4.934
TOX-94706,24726,"(E)-1,3-dichloroprop-1-ene",Cl/C=C/CCl,Cl/C=C/CCl,UOORRWUZONOOLO-OWOJBTEDSA-N,4.3920002
TOX-107546,5377791,"[(E)-2-chloro-1-(2,4-dichlorophenyl)ethenyl] diethyl phosphate",CCOP(=O)(OCC)O/C(=C/Cl)c1ccc(Cl)cc1Cl,CCOP(=O)(OCC)O/C(=C/Cl)c1ccc(Cl)cc1Cl,FSAVDKDHPDSCTO-XYOKQWHBSA-N,5.4229999
TOX-107709,10023540,"(6R)-16,17-dimethoxy-6-prop-1-en-2-yl-2,7,20-trioxapentacyclo[11.8.0.03,11.04,8.014,19]henicosa-3(11),4(8),9,14,16,18-hexaen-12-one",C=C(C)[C@H]1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,C=C(C)[C@H]1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,JUVIOZPCNVVQFO-YMTQGWHGSA-N,8.0279999
TOX-107733,5371904,"[2-methyl-4-oxo-3-[(2E)-penta-2,4-dienyl]cyclopent-2-en-1-yl] 3-[(E)-3-methoxy-2-methyl-3-oxoprop-1-enyl]-2,2-dimethylcyclopropane-1-carboxylate",C=C/C=C/CC1=C(C)C(OC(=O)C2C(/C=C(C)C(=O)OC)C2(C)C)CC1=O,C=C/C=C/CC1=C(C)C(OC(=O)C2C(/C=C(C)C(=O)OC)C2(C)C)CC1=O,VJFUPGQZSXIULQ-VKTMSVCMSA-N,7.3410001
TOX-107823,5316430,"(1R,4aS)-1,4a-dimethyl-7-propan-2-yl-2,3,4,9,10,10a-hexahydrophenanthrene-1-carboxylic acid",CC(C)c1ccc2c(c1)CCC1[C@]2(C)CCC[C@@]1(C)C(=O)O,CC(C)c1ccc2c(c1)CCC1[C@]2(C)CCC[C@@]1(C)C(=O)O,NFWKVWVWBFBAOV-IPNZSQQUSA-N,4.5599999
TOX-108099,12309466,"(2R,8S)-1,9,10,11,12,12-hexachloro-4,6-dioxa-5lambda4-thiatricyclo[7.2.1.02,8]dodec-10-ene 5-oxide",O=S1OC[C@@H]2[C@H](CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,O=S1OC[C@@H]2[C@H](CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,RDYMFSUJUZBWLH-MDBBVBRHSA-N,5.428
TOX-108221,48132,,CC1(C)[C@@H](C(Br)C(Br)(Br)Br)[C@H]1C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1,CC1(C)[C@@H](C(Br)C(Br)(Br)Br)[C@H]1C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1,YWSCPYYRJXKUDB-KAKFPZCNSA-N,9.9449997
TOX-108249,73671,,CC(C)(C)[C@H](O)[C@H](Cc1ccc(Cl)cc1)n1cncn1,CC(C)(C)[C@H](O)[C@H](Cc1ccc(Cl)cc1)n1cncn1,RMOGWMIKYWRTKW-UONOGXRCSA-N,4.0100002
TOX-108285,6435500,,CC1(C)[C@@H](/C=C(Cl)C(F)(F)F)[C@H]1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,CC1(C)[C@@H](/C=C(Cl)C(F)(F)F)[C@H]1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,ZXQYGBMAQZUVMI-QQDHXZELSA-N,8.6359997
TOX-108389,38988396,,N=C(N/N=C/c1ccc(Cl)cc1)N/N=C/c1ccc(Cl)cc1,N=C(N/N=C/c1ccc(Cl)cc1)N/N=C/c1ccc(Cl)cc1,MOOFYEJFXBSZGE-QJUDHZBZSA-N,6.6490002
TOX-108403,5317221,,C[C@]12CCC3c4ccc(O)cc4CCC3C1CC[C@@H]2O,C[C@]12CCC3c4ccc(O)cc4CCC3C1CC[C@@H]2O,VOXZDWNPVJITMN-PAOLREHBSA-N,4.9619999
TOX-108404,61099,,CCC(O)C(C)CO,CCC(O)C(C)CO,SPXWGAHNKXLXAP-UHFFFAOYSA-N,1.2359999
TOX-108405,13898,,O=S1c2ccccc2-c2ccccc21,O=S1c2ccccc2-c2ccccc21,NGDPCAMPVQYGCW-UHFFFAOYSA-N,4.0009999
TOX-108406,208828,,Cc1cc(O)c(C(C)C)cc1N=Nc1ccc(S(=O)(=O)c2ccc(N=Nc3cc(C(C)C)c(O)cc3C)cc2)cc1,Cc1cc(O)c(C(C)C)cc1N=Nc1ccc(S(=O)(=O)c2ccc(N=Nc3cc(C(C)C)c(O)cc3C)cc2)cc1,KHFUQWURHSKTPO-UHFFFAOYSA-N,5.4400001
TOX-108407,7221,,c1ccc2sccc2c1,c1ccc2sccc2c1,FCEHBMOGCRZNNI-UHFFFAOYSA-N,3.3570001
TOX-108408,7960,,BrC1CCCCC1,BrC1CCCCC1,AQNQQHJNRPDOQV-UHFFFAOYSA-N,3.8900001
TOX-108409,268932,,c1ccc2c(c1)ccc1oc3ccccc3c12,c1ccc2c(c1)ccc1oc3ccccc3c12,XVWNNQQHTXDOLJ-UHFFFAOYSA-N,4.737
TOX-108410,9151,,c1ccc2c(c1)ccc1sc3ccccc3c12,c1ccc2c(c1)ccc1sc3ccccc3c12,XZUMOEVHCZXMTR-UHFFFAOYSA-N,6.027
TOX-108411,12466,,Nc1cc(Cl)c(Cl)c(Cl)c1Cl,Nc1cc(Cl)c(Cl)c(Cl)c1Cl,GBKZRUCVLTWAML-UHFFFAOYSA-N,5.5570002
TOX-108412,12487,,Nc1cc(Cl)c(Cl)cc1Cl,Nc1cc(Cl)c(Cl)cc1Cl,GUMCAKKKNKYFEB-UHFFFAOYSA-N,4.7620001
TOX-108413,69997,,O=S1(=O)C=Cc2ccccc21,O=S1(=O)C=Cc2ccccc21,FRJNKYGTHPUSJR-UHFFFAOYSA-N,4.0739999
TOX-108414,73817,,Cc1csc2ccccc12,Cc1csc2ccccc12,SEBRPHZZSLCDRQ-UHFFFAOYSA-N,4.756
TOX-108415,17097,,Clc1ccc(-c2ccc(Cl)cc2Cl)c(Cl)c1,Clc1ccc(-c2ccc(Cl)cc2Cl)c(Cl)c1,QORAVNMWUNPXAO-UHFFFAOYSA-N,6.9879999
TOX-108416,17577,,COc1cc(Cl)c(Cl)c(Cl)c1O,COc1cc(Cl)c(Cl)c(Cl)c1O,NIAJPNQTKGWEOI-UHFFFAOYSA-N,5.375
TOX-108417,2063659,,CCNC(=S)Nc1ccccc1,CCNC(=S)Nc1ccccc1,OROCFDLTBPBLFS-UHFFFAOYSA-N,3.352
TOX-108418,439196,,O[C@@H](CS)[C@@H](O)CS,O[C@@H](CS)[C@@H](O)CS,VHJLVAABSRFDPM-IMJSIDKUSA-N,3.757
TOX-108419,723631,,CN(C(N)=S)c1ccccc1,CN(C(N)=S)c1ccccc1,MCWZNJNWGQPUGL-UHFFFAOYSA-N,3.237
TOX-108420,3034192,,CN(C)C(N)=S,CN(C)C(N)=S,ZQGWBPQBZHMUFG-UHFFFAOYSA-N,3.395
TOX-108421,5353424,,C/C=C(C)C(=O)OC1CC(OC(C)=O)C2(C(=O)OC)COC3C2C12COC(O)(C(=O)OC)C2C(C)(C12OC1(C)C1CC2OC2OC=CC21O)C3O,C/C=C(C)C(=O)OC1CC(OC(C)=O)C2(C(=O)OC)COC3C2C12COC(O)(C(=O)OC)C2C(C)(C12OC1(C)C1CC2OC2OC=CC21O)C3O,FTNJWQUOZFUQQJ-OVCLIPMQSA-N,6.0640001
TOX-108422,84346,,Cc1ccc2sccc2c1,Cc1ccc2sccc2c1,DOHZWDWNQFZIKH-UHFFFAOYSA-N,4.0250001
TOX-108423,27514,,Clc1cc(Cl)c(-c2ccccc2)cc1Cl,Clc1cc(Cl)c(-c2ccccc2)cc1Cl,VGVIKVCCUATMNG-UHFFFAOYSA-N,5.6399999
TOX-108424,13019211,,CSc1nc(N)nc(NC(C)(C)C)n1,CSc1nc(N)nc(NC(C)(C)C)n1,MWWBDLRPMWTLRX-UHFFFAOYSA-N,4.2880001
TOX-108425,16322,,Clc1cccc(-c2ccccc2)c1,Clc1cccc(-c2ccccc2)c1,NMWSKOLWZZWHPL-UHFFFAOYSA-N,5.6420002
