"","HSI #","Site Name","Lattitude","Longitude","Address","City","County","year_site","Class","Site Summary","Investigation/ Cleanup Funding","Icon","year","rate","population","prev_rate","rate_diff","percent_different","year_to_site"
"577",10666,"Haralson County Landfill (US 78 Bremen)",33.6991666666667,-85.2294444444444,"Landfill Road","Bremen","Haralson",2001,"IV","https://epd.georgia.gov/document/pdf/23-10666/download","L","small_green ",2002,13.1,26676,15.2,-2.1,-13.8157894736842,-1
"578",10666,"Haralson County Landfill (US 78 Bremen)",33.6991666666667,-85.2294444444444,"Landfill Road","Bremen","Haralson",2001,"IV","https://epd.georgia.gov/document/pdf/23-10666/download","L","small_green ",2008,0,28645,13.1,-13.1,-100,-7
"579",10666,"Haralson County Landfill (US 78 Bremen)",33.6991666666667,-85.2294444444444,"Landfill Road","Bremen","Haralson",2001,"IV","https://epd.georgia.gov/document/pdf/23-10666/download","L","small_green ",2009,13.6,28774,0,13.6,Inf,-8
"580",10666,"Haralson County Landfill (US 78 Bremen)",33.6991666666667,-85.2294444444444,"Landfill Road","Bremen","Haralson",2001,"IV","https://epd.georgia.gov/document/pdf/23-10666/download","L","small_green ",2013,16.1,28495,13.6,2.5,18.3823529411765,-12
"581",10666,"Haralson County Landfill (US 78 Bremen)",33.6991666666667,-85.2294444444444,"Landfill Road","Bremen","Haralson",2001,"IV","https://epd.georgia.gov/document/pdf/23-10666/download","L","small_green ",2014,0,28641,16.1,-16.1,-100,-13
"582",10666,"Haralson County Landfill (US 78 Bremen)",33.6991666666667,-85.2294444444444,"Landfill Road","Bremen","Haralson",2001,"IV","https://epd.georgia.gov/document/pdf/23-10666/download","L","small_green ",2020,13.8,30383,0,13.8,Inf,-19
"583",10856,"Harris County Hamilton Road E MSWL",32.7444444444444,-84.8127777777778,"4078 Barnes Mill Road","Hamilton","Harris",2007,"IV","https://epd.georgia.gov/document/pdf/23-10856/download","L","small_green ",2006,0,29289,13.8,-13.8,-100,1
"584",10856,"Harris County Hamilton Road E MSWL",32.7444444444444,-84.8127777777778,"4078 Barnes Mill Road","Hamilton","Harris",2007,"IV","https://epd.georgia.gov/document/pdf/23-10856/download","L","small_green ",2008,25.8,30807,0,25.8,Inf,-1
"585",10856,"Harris County Hamilton Road E MSWL",32.7444444444444,-84.8127777777778,"4078 Barnes Mill Road","Hamilton","Harris",2007,"IV","https://epd.georgia.gov/document/pdf/23-10856/download","L","small_green ",2011,0,32265,25.8,-25.8,-100,-4
"586",10856,"Harris County Hamilton Road E MSWL",32.7444444444444,-84.8127777777778,"4078 Barnes Mill Road","Hamilton","Harris",2007,"IV","https://epd.georgia.gov/document/pdf/23-10856/download","L","small_green ",2012,16.7,32550,0,16.7,Inf,-5
"587",10856,"Harris County Hamilton Road E MSWL",32.7444444444444,-84.8127777777778,"4078 Barnes Mill Road","Hamilton","Harris",2007,"IV","https://epd.georgia.gov/document/pdf/23-10856/download","L","small_green ",2013,0,32663,16.7,-16.7,-100,-6
"588",10856,"Harris County Hamilton Road E MSWL",32.7444444444444,-84.8127777777778,"4078 Barnes Mill Road","Hamilton","Harris",2007,"IV","https://epd.georgia.gov/document/pdf/23-10856/download","L","small_green ",2021,15.6,35626,0,15.6,Inf,-14
"589",10856,"Harris County Hamilton Road E MSWL",32.7444444444444,-84.8127777777778,"4078 Barnes Mill Road","Hamilton","Harris",2007,"IV","https://epd.georgia.gov/document/pdf/23-10856/download","L","small_green ",2022,0,36276,15.6,-15.6,-100,-15
"590",10667,"Hart County Landfill",34.3138888888889,-82.9391666666667,"Landfill Road","Hartwell","Hart",2001,"IV","https://epd.georgia.gov/document/pdf/23-10667/download","L","small_green ",2000,0,23046,0,0,NA,1
"591",10667,"Hart County Landfill",34.3138888888889,-82.9391666666667,"Landfill Road","Hartwell","Hart",2001,"IV","https://epd.georgia.gov/document/pdf/23-10667/download","L","small_green ",2002,28.6,23286,0,28.6,Inf,-1
"592",10667,"Hart County Landfill",34.3138888888889,-82.9391666666667,"Landfill Road","Hartwell","Hart",2001,"IV","https://epd.georgia.gov/document/pdf/23-10667/download","L","small_green ",2003,0,23402,28.6,-28.6,-100,-2
"593",10667,"Hart County Landfill",34.3138888888889,-82.9391666666667,"Landfill Road","Hartwell","Hart",2001,"IV","https://epd.georgia.gov/document/pdf/23-10667/download","L","small_green ",2005,0,24376,0,0,NA,-4
"594",10667,"Hart County Landfill",34.3138888888889,-82.9391666666667,"Landfill Road","Hartwell","Hart",2001,"IV","https://epd.georgia.gov/document/pdf/23-10667/download","L","small_green ",2022,17.8,26909,0,17.8,Inf,-21
"595",10748,"Shakerag Cleaners",33.6208333333333,-84.235,"1781 Panola Road","Ellenwood","Henry",2002,"II","https://epd.georgia.gov/document/pdf/23-10748/download","A","small_yellow",1999,5.4,113011,17.8,-12.4,-69.6629213483146,3
"596",10748,"Shakerag Cleaners",33.6208333333333,-84.235,"1781 Panola Road","Ellenwood","Henry",2002,"II","https://epd.georgia.gov/document/pdf/23-10748/download","A","small_yellow",2000,9.1,121774,5.4,3.7,68.5185185185185,2
"597",10748,"Shakerag Cleaners",33.6208333333333,-84.235,"1781 Panola Road","Ellenwood","Henry",2002,"II","https://epd.georgia.gov/document/pdf/23-10748/download","A","small_yellow",2001,8.6,131000,9.1,-0.5,-5.49450549450549,1
"598",10748,"Shakerag Cleaners",33.6208333333333,-84.235,"1781 Panola Road","Ellenwood","Henry",2002,"II","https://epd.georgia.gov/document/pdf/23-10748/download","A","small_yellow",2002,7.1,140747,8.6,-1.5,-17.4418604651163,0
"599",10748,"Shakerag Cleaners",33.6208333333333,-84.235,"1781 Panola Road","Ellenwood","Henry",2002,"II","https://epd.georgia.gov/document/pdf/23-10748/download","A","small_yellow",2003,9,150928,7.1,1.9,26.7605633802817,-1
"600",10748,"Shakerag Cleaners",33.6208333333333,-84.235,"1781 Panola Road","Ellenwood","Henry",2002,"II","https://epd.georgia.gov/document/pdf/23-10748/download","A","small_yellow",2004,7.7,159971,9,-1.3,-14.4444444444444,-2
"601",10748,"Shakerag Cleaners",33.6208333333333,-84.235,"1781 Panola Road","Ellenwood","Henry",2002,"II","https://epd.georgia.gov/document/pdf/23-10748/download","A","small_yellow",2005,6.1,169607,7.7,-1.6,-20.7792207792208,-3
"602",10748,"Shakerag Cleaners",33.6208333333333,-84.235,"1781 Panola Road","Ellenwood","Henry",2002,"II","https://epd.georgia.gov/document/pdf/23-10748/download","A","small_yellow",2006,4.4,180304,6.1,-1.7,-27.8688524590164,-4
"603",10748,"Shakerag Cleaners",33.6208333333333,-84.235,"1781 Panola Road","Ellenwood","Henry",2002,"II","https://epd.georgia.gov/document/pdf/23-10748/download","A","small_yellow",2007,10.5,188736,4.4,6.1,138.636363636364,-5
"604",10748,"Shakerag Cleaners",33.6208333333333,-84.235,"1781 Panola Road","Ellenwood","Henry",2002,"II","https://epd.georgia.gov/document/pdf/23-10748/download","A","small_yellow",2008,6.6,194658,10.5,-3.9,-37.1428571428571,-6
"605",10748,"Shakerag Cleaners",33.6208333333333,-84.235,"1781 Panola Road","Ellenwood","Henry",2002,"II","https://epd.georgia.gov/document/pdf/23-10748/download","A","small_yellow",2009,7.7,199622,6.6,1.1,16.6666666666667,-7
"606",10748,"Shakerag Cleaners",33.6208333333333,-84.235,"1781 Panola Road","Ellenwood","Henry",2002,"II","https://epd.georgia.gov/document/pdf/23-10748/download","A","small_yellow",2010,7.6,205265,7.7,-0.100000000000001,-1.29870129870131,-8
"607",10748,"Shakerag Cleaners",33.6208333333333,-84.235,"1781 Panola Road","Ellenwood","Henry",2002,"II","https://epd.georgia.gov/document/pdf/23-10748/download","A","small_yellow",2011,6.6,207360,7.6,-1,-13.1578947368421,-9
"608",10748,"Shakerag Cleaners",33.6208333333333,-84.235,"1781 Panola Road","Ellenwood","Henry",2002,"II","https://epd.georgia.gov/document/pdf/23-10748/download","A","small_yellow",2012,6.7,209053,6.6,0.100000000000001,1.51515151515152,-10
"609",10748,"Shakerag Cleaners",33.6208333333333,-84.235,"1781 Panola Road","Ellenwood","Henry",2002,"II","https://epd.georgia.gov/document/pdf/23-10748/download","A","small_yellow",2013,3.9,211128,6.7,-2.8,-41.7910447761194,-11
"610",10748,"Shakerag Cleaners",33.6208333333333,-84.235,"1781 Panola Road","Ellenwood","Henry",2002,"II","https://epd.georgia.gov/document/pdf/23-10748/download","A","small_yellow",2014,7.7,213869,3.9,3.8,97.4358974358974,-12
"611",10748,"Shakerag Cleaners",33.6208333333333,-84.235,"1781 Panola Road","Ellenwood","Henry",2002,"II","https://epd.georgia.gov/document/pdf/23-10748/download","A","small_yellow",2015,8.7,217739,7.7,0.999999999999999,12.987012987013,-13
"612",10748,"Shakerag Cleaners",33.6208333333333,-84.235,"1781 Panola Road","Ellenwood","Henry",2002,"II","https://epd.georgia.gov/document/pdf/23-10748/download","A","small_yellow",2016,8.2,221768,8.7,-0.5,-5.74712643678161,-14
"613",10748,"Shakerag Cleaners",33.6208333333333,-84.235,"1781 Panola Road","Ellenwood","Henry",2002,"II","https://epd.georgia.gov/document/pdf/23-10748/download","A","small_yellow",2017,6.2,225813,8.2,-2,-24.390243902439,-15
"614",10748,"Shakerag Cleaners",33.6208333333333,-84.235,"1781 Panola Road","Ellenwood","Henry",2002,"II","https://epd.georgia.gov/document/pdf/23-10748/download","A","small_yellow",2018,8.8,230220,6.2,2.6,41.9354838709678,-16
"615",10748,"Shakerag Cleaners",33.6208333333333,-84.235,"1781 Panola Road","Ellenwood","Henry",2002,"II","https://epd.georgia.gov/document/pdf/23-10748/download","A","small_yellow",2019,5.1,234561,8.8,-3.7,-42.0454545454546,-17
"616",10748,"Shakerag Cleaners",33.6208333333333,-84.235,"1781 Panola Road","Ellenwood","Henry",2002,"II","https://epd.georgia.gov/document/pdf/23-10748/download","A","small_yellow",2020,4.9,239139,5.1,-0.199999999999999,-3.92156862745097,-18
"617",10748,"Shakerag Cleaners",33.6208333333333,-84.235,"1781 Panola Road","Ellenwood","Henry",2002,"II","https://epd.georgia.gov/document/pdf/23-10748/download","A","small_yellow",2021,5.4,245235,4.9,0.5,10.2040816326531,-19
"618",10748,"Shakerag Cleaners",33.6208333333333,-84.235,"1781 Panola Road","Ellenwood","Henry",2002,"II","https://epd.georgia.gov/document/pdf/23-10748/download","A","small_yellow",2022,5,248364,5.4,-0.4,-7.40740740740741,-20
"619",10948,"Agri-Cycle",34.1911111111111,-83.7286111111111,"1184 Main Street","Talmo","Jackson",2018,"I","https://epd.georgia.gov/document/pdf/23-10948/download","A","small_yellow",1999,10.2,40445,5,5.2,104,19
"620",10948,"Agri-Cycle",34.1911111111111,-83.7286111111111,"1184 Main Street","Talmo","Jackson",2018,"I","https://epd.georgia.gov/document/pdf/23-10948/download","A","small_yellow",2001,10.1,43367,10.2,-0.0999999999999996,-0.980392156862742,17
"621",10948,"Agri-Cycle",34.1911111111111,-83.7286111111111,"1184 Main Street","Talmo","Jackson",2018,"I","https://epd.georgia.gov/document/pdf/23-10948/download","A","small_yellow",2002,7,44940,10.1,-3.1,-30.6930693069307,16
"622",10948,"Agri-Cycle",34.1911111111111,-83.7286111111111,"1184 Main Street","Talmo","Jackson",2018,"I","https://epd.georgia.gov/document/pdf/23-10948/download","A","small_yellow",2003,12.2,46230,7,5.2,74.2857142857143,15
"623",10948,"Agri-Cycle",34.1911111111111,-83.7286111111111,"1184 Main Street","Talmo","Jackson",2018,"I","https://epd.georgia.gov/document/pdf/23-10948/download","A","small_yellow",2004,7.5,48288,12.2,-4.7,-38.5245901639344,14
"624",10948,"Agri-Cycle",34.1911111111111,-83.7286111111111,"1184 Main Street","Talmo","Jackson",2018,"I","https://epd.georgia.gov/document/pdf/23-10948/download","A","small_yellow",2005,8.9,50607,7.5,1.4,18.6666666666667,13
"625",10948,"Agri-Cycle",34.1911111111111,-83.7286111111111,"1184 Main Street","Talmo","Jackson",2018,"I","https://epd.georgia.gov/document/pdf/23-10948/download","A","small_yellow",2006,11.9,54037,8.9,3,33.7078651685393,12
"626",10948,"Agri-Cycle",34.1911111111111,-83.7286111111111,"1184 Main Street","Talmo","Jackson",2018,"I","https://epd.georgia.gov/document/pdf/23-10948/download","A","small_yellow",2007,8.1,57521,11.9,-3.8,-31.9327731092437,11
"627",10948,"Agri-Cycle",34.1911111111111,-83.7286111111111,"1184 Main Street","Talmo","Jackson",2018,"I","https://epd.georgia.gov/document/pdf/23-10948/download","A","small_yellow",2008,5.4,59420,8.1,-2.7,-33.3333333333333,10
"628",10948,"Agri-Cycle",34.1911111111111,-83.7286111111111,"1184 Main Street","Talmo","Jackson",2018,"I","https://epd.georgia.gov/document/pdf/23-10948/download","A","small_yellow",2009,9.5,60052,5.4,4.1,75.9259259259259,9
"629",10948,"Agri-Cycle",34.1911111111111,-83.7286111111111,"1184 Main Street","Talmo","Jackson",2018,"I","https://epd.georgia.gov/document/pdf/23-10948/download","A","small_yellow",2010,7.3,60706,9.5,-2.2,-23.1578947368421,8
"630",10948,"Agri-Cycle",34.1911111111111,-83.7286111111111,"1184 Main Street","Talmo","Jackson",2018,"I","https://epd.georgia.gov/document/pdf/23-10948/download","A","small_yellow",2013,9.6,61044,7.3,2.3,31.5068493150685,5
"631",10948,"Agri-Cycle",34.1911111111111,-83.7286111111111,"1184 Main Street","Talmo","Jackson",2018,"I","https://epd.georgia.gov/document/pdf/23-10948/download","A","small_yellow",2016,8.4,64615,9.6,-1.2,-12.5,2
"632",10948,"Agri-Cycle",34.1911111111111,-83.7286111111111,"1184 Main Street","Talmo","Jackson",2018,"I","https://epd.georgia.gov/document/pdf/23-10948/download","A","small_yellow",2018,7,70422,8.4,-1.4,-16.6666666666667,0
"633",10948,"Agri-Cycle",34.1911111111111,-83.7286111111111,"1184 Main Street","Talmo","Jackson",2018,"I","https://epd.georgia.gov/document/pdf/23-10948/download","A","small_yellow",2019,6.7,72977,7,-0.3,-4.28571428571428,-1
"634",10948,"Agri-Cycle",34.1911111111111,-83.7286111111111,"1184 Main Street","Talmo","Jackson",2018,"I","https://epd.georgia.gov/document/pdf/23-10948/download","A","small_yellow",2021,7,80286,6.7,0.3,4.4776119402985,-3
"635",10948,"Agri-Cycle",34.1911111111111,-83.7286111111111,"1184 Main Street","Talmo","Jackson",2018,"I","https://epd.georgia.gov/document/pdf/23-10948/download","A","small_yellow",2022,4.9,83936,7,-2.1,-30,-4
"636",10752,"Jeff Davis - CR 20 MSWLF",31.8605555555556,-82.6869444444444,"Nina Gay Rd","Hazlehurst","Jeff Davis",2003,"IV","https://epd.georgia.gov/document/pdf/23-10752/download","L","small_green ",1999,0,12609,4.9,-4.9,-100,4
"637",10752,"Jeff Davis - CR 20 MSWLF",31.8605555555556,-82.6869444444444,"Nina Gay Rd","Hazlehurst","Jeff Davis",2003,"IV","https://epd.georgia.gov/document/pdf/23-10752/download","L","small_green ",2000,27.5,12734,0,27.5,Inf,3
"638",10752,"Jeff Davis - CR 20 MSWLF",31.8605555555556,-82.6869444444444,"Nina Gay Rd","Hazlehurst","Jeff Davis",2003,"IV","https://epd.georgia.gov/document/pdf/23-10752/download","L","small_green ",2002,23.7,13088,27.5,-3.8,-13.8181818181818,1
"639",10752,"Jeff Davis - CR 20 MSWLF",31.8605555555556,-82.6869444444444,"Nina Gay Rd","Hazlehurst","Jeff Davis",2003,"IV","https://epd.georgia.gov/document/pdf/23-10752/download","L","small_green ",2007,0,14204,23.7,-23.7,-100,-4
"640",10752,"Jeff Davis - CR 20 MSWLF",31.8605555555556,-82.6869444444444,"Nina Gay Rd","Hazlehurst","Jeff Davis",2003,"IV","https://epd.georgia.gov/document/pdf/23-10752/download","L","small_green ",2019,0,15115,0,0,NA,-16
"641",10752,"Jeff Davis - CR 20 MSWLF",31.8605555555556,-82.6869444444444,"Nina Gay Rd","Hazlehurst","Jeff Davis",2003,"IV","https://epd.georgia.gov/document/pdf/23-10752/download","L","small_green ",2022,0,14889,0,0,NA,-19
"642",10669,"Jefferson County - US 1 (Avera Rd) MSWLF",33.0308333333333,-82.4094444444444,"1159 Clarks Mill Road","Louisville","Jefferson",2001,"IV","https://epd.georgia.gov/document/pdf/23-10669/download","L","small_green ",2014,28.8,16272,0,28.8,Inf,-13
"643",10760,"Vantran Electric",32.9913888888889,-82.3855555555556,"1600 Highway 17 South","Louisville","Jefferson",2003,"I","https://epd.georgia.gov/document/pdf/23-10760/download","A","small_yellow",2014,28.8,16272,28.8,0,0,-11
"644",10669,"Jefferson County - US 1 (Avera Rd) MSWLF",33.0308333333333,-82.4094444444444,"1159 Clarks Mill Road","Louisville","Jefferson",2001,"IV","https://epd.georgia.gov/document/pdf/23-10669/download","L","small_green ",2019,0,15362,28.8,-28.8,-100,-18
"645",10760,"Vantran Electric",32.9913888888889,-82.3855555555556,"1600 Highway 17 South","Louisville","Jefferson",2003,"I","https://epd.georgia.gov/document/pdf/23-10760/download","A","small_yellow",2019,0,15362,0,0,NA,-16
"646",10722,"Johnson County - SR 15 Wrightsville Ph 2 (SL) MSWLF",32.6819444444444,-82.71,"Liberty Grove CH Rd","Wrightsville","Johnson",2002,"IV","https://epd.georgia.gov/document/pdf/23-10722/download","L","small_green ",2000,0,8567,0,0,NA,2
"647",10722,"Johnson County - SR 15 Wrightsville Ph 2 (SL) MSWLF",32.6819444444444,-82.71,"Liberty Grove CH Rd","Wrightsville","Johnson",2002,"IV","https://epd.georgia.gov/document/pdf/23-10722/download","L","small_green ",2002,0,9436,0,0,NA,0
"648",10722,"Johnson County - SR 15 Wrightsville Ph 2 (SL) MSWLF",32.6819444444444,-82.71,"Liberty Grove CH Rd","Wrightsville","Johnson",2002,"IV","https://epd.georgia.gov/document/pdf/23-10722/download","L","small_green ",2003,0,9456,0,0,NA,-1
"649",10722,"Johnson County - SR 15 Wrightsville Ph 2 (SL) MSWLF",32.6819444444444,-82.71,"Liberty Grove CH Rd","Wrightsville","Johnson",2002,"IV","https://epd.georgia.gov/document/pdf/23-10722/download","L","small_green ",2005,0,9516,0,0,NA,-3
"650",10722,"Johnson County - SR 15 Wrightsville Ph 2 (SL) MSWLF",32.6819444444444,-82.71,"Liberty Grove CH Rd","Wrightsville","Johnson",2002,"IV","https://epd.georgia.gov/document/pdf/23-10722/download","L","small_green ",2007,0,10107,0,0,NA,-5
"651",10722,"Johnson County - SR 15 Wrightsville Ph 2 (SL) MSWLF",32.6819444444444,-82.71,"Liberty Grove CH Rd","Wrightsville","Johnson",2002,"IV","https://epd.georgia.gov/document/pdf/23-10722/download","L","small_green ",2008,0,10127,0,0,NA,-6
"652",10722,"Johnson County - SR 15 Wrightsville Ph 2 (SL) MSWLF",32.6819444444444,-82.71,"Liberty Grove CH Rd","Wrightsville","Johnson",2002,"IV","https://epd.georgia.gov/document/pdf/23-10722/download","L","small_green ",2011,0,9975,0,0,NA,-9
"653",10722,"Johnson County - SR 15 Wrightsville Ph 2 (SL) MSWLF",32.6819444444444,-82.71,"Liberty Grove CH Rd","Wrightsville","Johnson",2002,"IV","https://epd.georgia.gov/document/pdf/23-10722/download","L","small_green ",2013,0,9767,0,0,NA,-11
"654",10722,"Johnson County - SR 15 Wrightsville Ph 2 (SL) MSWLF",32.6819444444444,-82.71,"Liberty Grove CH Rd","Wrightsville","Johnson",2002,"IV","https://epd.georgia.gov/document/pdf/23-10722/download","L","small_green ",2014,0,9701,0,0,NA,-12
"655",10722,"Johnson County - SR 15 Wrightsville Ph 2 (SL) MSWLF",32.6819444444444,-82.71,"Liberty Grove CH Rd","Wrightsville","Johnson",2002,"IV","https://epd.georgia.gov/document/pdf/23-10722/download","L","small_green ",2015,0,9656,0,0,NA,-13
"656",10722,"Johnson County - SR 15 Wrightsville Ph 2 (SL) MSWLF",32.6819444444444,-82.71,"Liberty Grove CH Rd","Wrightsville","Johnson",2002,"IV","https://epd.georgia.gov/document/pdf/23-10722/download","L","small_green ",2019,0,9643,0,0,NA,-17
"657",10670,"Lamar County - Grove Street Extension MSWLF",33.0858333333333,-84.2083333333333,"172 Roger Brown Drive","Barnesville","Lamar",2001,"IV","https://epd.georgia.gov/document/pdf/23-10670/download","L","small_green ",2005,0,16961,0,0,NA,-4
"658",10670,"Lamar County - Grove Street Extension MSWLF",33.0858333333333,-84.2083333333333,"172 Roger Brown Drive","Barnesville","Lamar",2001,"IV","https://epd.georgia.gov/document/pdf/23-10670/download","L","small_green ",2010,0,18335,0,0,NA,-9
"659",10670,"Lamar County - Grove Street Extension MSWLF",33.0858333333333,-84.2083333333333,"172 Roger Brown Drive","Barnesville","Lamar",2001,"IV","https://epd.georgia.gov/document/pdf/23-10670/download","L","small_green ",2011,0,18194,0,0,NA,-10
"660",10670,"Lamar County - Grove Street Extension MSWLF",33.0858333333333,-84.2083333333333,"172 Roger Brown Drive","Barnesville","Lamar",2001,"IV","https://epd.georgia.gov/document/pdf/23-10670/download","L","small_green ",2013,0,17959,0,0,NA,-12
"661",10670,"Lamar County - Grove Street Extension MSWLF",33.0858333333333,-84.2083333333333,"172 Roger Brown Drive","Barnesville","Lamar",2001,"IV","https://epd.georgia.gov/document/pdf/23-10670/download","L","small_green ",2014,0,18207,0,0,NA,-13
"662",10670,"Lamar County - Grove Street Extension MSWLF",33.0858333333333,-84.2083333333333,"172 Roger Brown Drive","Barnesville","Lamar",2001,"IV","https://epd.georgia.gov/document/pdf/23-10670/download","L","small_green ",2016,0,18469,0,0,NA,-15
"663",10751,"Lanier County-Studstill Road MSWLF",31.0669444444444,-83.0780555555556,"Studstill Road","Lakeland","Lanier",2003,"IV","https://epd.georgia.gov/document/pdf/23-10751/download","L","small_green ",2002,0,7422,0,0,NA,1
"664",10751,"Lanier County-Studstill Road MSWLF",31.0669444444444,-83.0780555555556,"Studstill Road","Lakeland","Lanier",2003,"IV","https://epd.georgia.gov/document/pdf/23-10751/download","L","small_green ",2012,0,10400,0,0,NA,-9
"665",10751,"Lanier County-Studstill Road MSWLF",31.0669444444444,-83.0780555555556,"Studstill Road","Lakeland","Lanier",2003,"IV","https://epd.georgia.gov/document/pdf/23-10751/download","L","small_green ",2014,0,10373,0,0,NA,-11
"666",10751,"Lanier County-Studstill Road MSWLF",31.0669444444444,-83.0780555555556,"Studstill Road","Lakeland","Lanier",2003,"IV","https://epd.georgia.gov/document/pdf/23-10751/download","L","small_green ",2015,0,10312,0,0,NA,-12
"667",10751,"Lanier County-Studstill Road MSWLF",31.0669444444444,-83.0780555555556,"Studstill Road","Lakeland","Lanier",2003,"IV","https://epd.georgia.gov/document/pdf/23-10751/download","L","small_green ",2016,0,10399,0,0,NA,-13
"668",10751,"Lanier County-Studstill Road MSWLF",31.0669444444444,-83.0780555555556,"Studstill Road","Lakeland","Lanier",2003,"IV","https://epd.georgia.gov/document/pdf/23-10751/download","L","small_green ",2019,0,10423,0,0,NA,-16
"669",10671,"Lee County - SR 32 MSWLF",31.7330555555556,-84.1202777777778,"759 Hwy 32 East","Leesburg","Lee",2001,"IV","https://epd.georgia.gov/document/pdf/23-10671/download","L","small_green ",1999,0,24335,0,0,NA,2
"670",10671,"Lee County - SR 32 MSWLF",31.7330555555556,-84.1202777777778,"759 Hwy 32 East","Leesburg","Lee",2001,"IV","https://epd.georgia.gov/document/pdf/23-10671/download","L","small_green ",2006,13.8,27365,0,13.8,Inf,-5
"671",10671,"Lee County - SR 32 MSWLF",31.7330555555556,-84.1202777777778,"759 Hwy 32 East","Leesburg","Lee",2001,"IV","https://epd.georgia.gov/document/pdf/23-10671/download","L","small_green ",2008,12,28111,13.8,-1.8,-13.0434782608696,-7
"672",10671,"Lee County - SR 32 MSWLF",31.7330555555556,-84.1202777777778,"759 Hwy 32 East","Leesburg","Lee",2001,"IV","https://epd.georgia.gov/document/pdf/23-10671/download","L","small_green ",2011,16,28575,12,4,33.3333333333333,-10
"673",10671,"Lee County - SR 32 MSWLF",31.7330555555556,-84.1202777777778,"759 Hwy 32 East","Leesburg","Lee",2001,"IV","https://epd.georgia.gov/document/pdf/23-10671/download","L","small_green ",2012,0,28746,16,-16,-100,-11
"674",10671,"Lee County - SR 32 MSWLF",31.7330555555556,-84.1202777777778,"759 Hwy 32 East","Leesburg","Lee",2001,"IV","https://epd.georgia.gov/document/pdf/23-10671/download","L","small_green ",2015,0,29202,0,0,NA,-14
"675",10671,"Lee County - SR 32 MSWLF",31.7330555555556,-84.1202777777778,"759 Hwy 32 East","Leesburg","Lee",2001,"IV","https://epd.georgia.gov/document/pdf/23-10671/download","L","small_green ",2017,15.1,29470,0,15.1,Inf,-16
"676",10671,"Lee County - SR 32 MSWLF",31.7330555555556,-84.1202777777778,"759 Hwy 32 East","Leesburg","Lee",2001,"IV","https://epd.georgia.gov/document/pdf/23-10671/download","L","small_green ",2019,14,29992,15.1,-1.1,-7.28476821192053,-18
"677",10671,"Lee County - SR 32 MSWLF",31.7330555555556,-84.1202777777778,"759 Hwy 32 East","Leesburg","Lee",2001,"IV","https://epd.georgia.gov/document/pdf/23-10671/download","L","small_green ",2020,0,30234,14,-14,-100,-19
"678",10671,"Lee County - SR 32 MSWLF",31.7330555555556,-84.1202777777778,"759 Hwy 32 East","Leesburg","Lee",2001,"IV","https://epd.georgia.gov/document/pdf/23-10671/download","L","small_green ",2021,0,33411,0,0,NA,-20
"679",10671,"Lee County - SR 32 MSWLF",31.7330555555556,-84.1202777777778,"759 Hwy 32 East","Leesburg","Lee",2001,"IV","https://epd.georgia.gov/document/pdf/23-10671/download","L","small_green ",2022,0,33642,0,0,NA,-21
"680",10672,"Liberty County - Limerick Road MSWLF",31.8427777777778,-81.3961111111111,"Limerick Road","Limerick","Liberty",2001,"IV","https://epd.georgia.gov/document/pdf/23-10672/download","L","small_green ",1999,11.8,61987,0,11.8,Inf,2
"681",10708,"Busby  Cleaners",31.8519444444444,-81.6,"302  W. Memorial Drive","Hinesville","Liberty",2001,"I","https://epd.georgia.gov/document/pdf/23-10708/download","A","small_yellow",1999,11.8,61987,11.8,0,0,2
"682",10672,"Liberty County - Limerick Road MSWLF",31.8427777777778,-81.3961111111111,"Limerick Road","Limerick","Liberty",2001,"IV","https://epd.georgia.gov/document/pdf/23-10672/download","L","small_green ",2000,14.8,61811,11.8,3,25.4237288135593,1
"683",10708,"Busby  Cleaners",31.8519444444444,-81.6,"302  W. Memorial Drive","Hinesville","Liberty",2001,"I","https://epd.georgia.gov/document/pdf/23-10708/download","A","small_yellow",2000,14.8,61811,14.8,0,0,1
"684",10672,"Liberty County - Limerick Road MSWLF",31.8427777777778,-81.3961111111111,"Limerick Road","Limerick","Liberty",2001,"IV","https://epd.georgia.gov/document/pdf/23-10672/download","L","small_green ",2001,7.5,61388,14.8,-7.3,-49.3243243243243,0
"685",10708,"Busby  Cleaners",31.8519444444444,-81.6,"302  W. Memorial Drive","Hinesville","Liberty",2001,"I","https://epd.georgia.gov/document/pdf/23-10708/download","A","small_yellow",2001,7.5,61388,7.5,0,0,0
"686",10672,"Liberty County - Limerick Road MSWLF",31.8427777777778,-81.3961111111111,"Limerick Road","Limerick","Liberty",2001,"IV","https://epd.georgia.gov/document/pdf/23-10672/download","L","small_green ",2002,15.9,62505,7.5,8.4,112,-1
"687",10708,"Busby  Cleaners",31.8519444444444,-81.6,"302  W. Memorial Drive","Hinesville","Liberty",2001,"I","https://epd.georgia.gov/document/pdf/23-10708/download","A","small_yellow",2002,15.9,62505,15.9,0,0,-1
"688",10672,"Liberty County - Limerick Road MSWLF",31.8427777777778,-81.3961111111111,"Limerick Road","Limerick","Liberty",2001,"IV","https://epd.georgia.gov/document/pdf/23-10672/download","L","small_green ",2003,8.1,60403,15.9,-7.8,-49.0566037735849,-2
"689",10708,"Busby  Cleaners",31.8519444444444,-81.6,"302  W. Memorial Drive","Hinesville","Liberty",2001,"I","https://epd.georgia.gov/document/pdf/23-10708/download","A","small_yellow",2003,8.1,60403,8.1,0,0,-2
